year	duration_min	rating	name_rus	director	name_eng	vote_count	main_actors
2017	94	0.0	Любовники	Азазель Джейкобс	The Lovers	0	['Джессика Сула', 'Эйдан Гиллен']
2015	111	0.0	10 дней в сумасшедшем доме	Тимоти Хайнс	10 Days in a Madhouse	0	['Кэролайн Бэрри', 'Кристофер Ламберт']
2014	90	0.0	Переломный момент	Джей Карас	Break Point	0	['Джереми Систо', 'Дэвид Уолтон']
2015	106	6.148	Прикосновение огнём	Пол Далио	Touched with Fire	217	['Кэти Холмс', 'Люк Кирби']
2013	116	0.0	Однажды в Бруклине	Пол Боргезе	Once Upon a Time in Brooklyn	0	['Арманд Ассанте', 'Уильям ДеМео']
2017	93	0.0	Телефонная линия	Джиллиан Робеспьер	Landline	0	['Дженни Слейт', 'Финн Уиттрок']
2012	0	0.0	Желтый сигнал	Kerry Bellessa	Amber Alert	0	['Summer Bellessa', 'Крис Хилл']
2015	113	6.133	Десять тысяч святых	Шари Спрингер Берман	10,000 Saints	261	['Генри Келемен', 'Джулианна Николсон']
2016	118	6.128	Норман: Умеренный взлет и трагическое падение нью-йоркского посредника	Джозеф Седар	Norman: The Moderate Rise and Tragic Fall of a New York Fixer	439	['Ричард Гир', 'Лиор Ашкенази']
2013	94	0.0	Последний из Робин Гудов	Ричард Глацер	The Last of Robin Hood	0	['John Hudson Messerall', 'Дакота Фаннинг']
2016	85	6.096	Мой слепой брат	Софи Гудхарт	My Blind Brother	106	['Адам Скотт', 'Ник Кролл']
2017	98	6.091	Слепец	Майкл Мэйлер	Blind	184	['Деми Мур', 'Алек Болдуин']
2015	101	6.084	Противный ребёнок	Себастьян Сильва	Nasty Baby	78	['Кристен Уиг', 'Себастьян Сильва']
2016	85	0.0	Друзья до гроба	Simon Atkinson	Shovel Buddies	0	['Белла Торн', 'Киан Лоули']
2012	121	0.0	Лето в Ред Хук	Спайк Ли	Red Hook Summer	0	['Лимари Агосто', 'Сумайя Али']
2016	92	6.064	Не думай дважды	Майк Бирбиглия	Don't Think Twice	395	['Майк Бирбиглия', 'Гиллиан Джейкобс']
2014	91	0.0	Дом в конце пути	Дэвид Уорт	House at the End of the Drive	0	['Джеймс Оливер', 'Джонатан Мангум']
2015	112	6.052	Нити	Даниэль Дуран	Strings	281	['Лукас Тилл', 'Мария Белло']
2012	105	0.0	Беспечный ездок: Снова в седле	Дастин Рикерт	Easy Rider: The Ride Back	0	['Крис Энджен', 'Шири Дж. Уилсон']
2016	90	6.045	Вмешательство	Клеа ДюВалл	The Intervention	315	['Мелани Лински', 'Джейсон Риттер']
2012	98	6.037	Важная дата	Майкл Мохан	Save the Date	175	['Лиззи Каплан', 'Элисон Бри']
2016	102	6.036	Послание от Кинга	Фабрис Дю Вельц	Message from the King	284	['Чедвик Боузман', 'Тереза Палмер']
2013	92	6.032	Поиск	Крис Эска	The Retrieval	142	['Эштон Сандерс', 'Тишуан Скотт']
2013	118	6.012	Крут как я	Макс Майер	As Cool as I Am	299	['Сара Болгер', 'Томас Манн']
2015	105	6.009	Бессмертные	Шон Мьюшо	Tumbledown	455	['Ребекка Холл', 'Джейсон Судейкис']
2014	94	6.006	Бог знает что	Бен Сэфди	Heaven Knows What	427	['Buddy Duress', 'Рон Браунштейн']
2014	117	6.006	Колыбельная	Эндрю Левитас	Lullaby	250	['Гаррет Хедлунд', 'Ричард Дженкинс']
2014	90	0.0	Три ночи в пустыне	Гэбриел Кауэн	3 Nights in the Desert	0	['Уэс Бентли', 'Винсент Пьяцца']
2014	94	0.0	Свобода	Питер Казенс	Freedom	0	['Кьюба Гудинг мл.', 'Уильям Сэдлер']
2014	98	0.0	Форт Тилден	Сара-Вайолет Блайс	Fort Tilden	0	['Bridey Elliott', 'Клер МакНалти']
2017	86	0.0	Погром	Джо Линч	Mayhem	0	['Стивен Ян', 'Самара Уивинг']
2016	0	0.0	The Brooklyn Banker	Федерико Кастеллуччо	95 мин	0	['Трой Гэрити', 'Пол Сорвино']
2013	0	0.0	Newlyweeds	Шака Кинг	87 мин	0	['Амари Читом', 'Траэ Харрис']
2017	0	0.0	Кто наш папа, чувак?	Лоуренс Шер	Father Figures	0	['Кристофер Уокен', 'Дж.К. Симмонс']
2013	0	0.0	Born Wild	Дастин Рикерт		0	['Бэрри Корбин', 'Джо Ландо']
2013	79	0.0	Дом, милый дом	Джон К.Д. Грэхэм	Home Sweet Home	0	['Александра Бойлэн', 'Raquel Cantu']
2012	0	0.0	Dark Canyon	Дастин Рикерт	90 мин	0	['Сидни Пенни', 'Дженнифер Бланк']
2013	0	0.0	Things Never Said	Чарльз Мюррэй	111 мин	0	['Шанола Хэмптон', 'Элиму Нельсон']
2015	0	0.0	Sister Code	Кори Грант	84 мин	0	['Эмбер Роуз', 'Эва Пигфорд']
2015	90	0.0	Свет под ногами	Валери Уайсс	A Light Beneath Their Feet	0	['Тэрин Мэннинг', 'Мэдисон Девенпорт']
2017	0	0.0	Последний взмах флага	Ричард Линклейтер	Last Flag Flying	0	['Стив Карелл', 'Брайан Крэнстон']
2017	0	0.0	Breakable You	Эндрю Вагнер	120 мин	0	['Холли Хантер', 'Тони Шэлуб']
2015	0	0.0	Chapter &#38; Verse	Ямал Джозеф	97 мин	0	['Дэниэл Бити', 'Лоретта Дивайн']
2015	0	0.0	Mi America	Роберт Фонтейн мл.	90 мин	0	['Роберт Фонтейн мл.', 'Майкл Брэйнэрд']
2013	25	5.986	Ад Данте (видео)	Борис Акоста	Dante's Hell Animated	145	['Арман Мастрояни', 'Эрик Робертс']
2014	95	5.978	Земля Хо!	Аарон Кац	Land Ho!	306	['Эрл Линн Нельсон', 'Пол Инхорн']
2015	97	5.964	Быть Чарли	Роб Райнер	Being Charlie	193	['Ник Дж. Робинсон', 'Морган Сэйлор']
2012	87	5.945	Совсем как женщина	Рашид Бушареб	Just Like a Woman	269	['Сиенна Миллер', 'Голшифте Фарахани']
2013	95	5.94	Прощальная вечеринка (видео)	Дэрин Скотт	House Party: Tonight's the Night	354	['Jeremy Boado', 'Alanka Craffert']
2014	93	5.936	Каждая секретная вещь	Эми Берг	Every Secret Thing	390	['Дайан Лэйн', 'Элизабет Бэнкс']
2012	92	5.933	Убить и закопать	Джесси Баже	Breathless	355	['Джина Гершон', 'Вэл Килмер']
2015	107	5.931	Липкий мед	Джеймс Бёрд	Honeyglue	119	['Адриана Мэтер', 'Кристофер Хейердал']
2015	90	0.0	Незапланированная беременность	Крис Сванберг	Unexpected	0	['Коби Смолдерс', 'Андерс Холм']
2012	99	0.0	На полпути в никуда	Ава ДюВерней	Middle of Nowhere	0	['Дэвид Ойелоуо', 'Шэрон Лоуренс']
2015	97	5.911	Ягнёнок	Росс Патридж	Lamb	314	['Росс Патридж', 'Уна Лоуренс']
2017	119	5.908	Снеговик	Томас Альфредсон	The Snowman	177	['Майкл Фассбендер', 'Ребекка Фергюсон']
2015	82	0.0	Увидимся в Вальгалле	Джаррет Тарноль	See You in Valhalla	0	['Сара Хайланд', 'Брэт Харрисон']
2014	104	0.0	Ничтожный	Джоэль Сарноу	Small Time	0	['Кристофер Мелони', 'Девон Бостик']
2016	90	0.0	Последний кинофестиваль	Линда Йеллен	The Last Film Festival	0	['Деннис Хоппер', 'Крис Кэттэн']
2012	90	5.877	Двадцати-пяти-борье	Джей Дюпласс	The Do-Deca-Pentathlon	109	['Марк Келли', 'Стив Зиссис']
2013	102	5.876	От ненависти до любви	Лиза Джонсон	Hateship Loveship	138	['Кристен Уиг', 'Гай Пирс']
2014	85	5.875	Я улыбаюсь в ответ	Адам Салки	I Smile Back	213	['Джош Чарльз', 'Скайлар Гертнер']
2016	100	5.875	На свободе	Джейсон Лью	The Free World	130	['Бойд Холбрук', 'Октавия Спенсер']
2017	93	0.0	Смерть на Аляске	Джэми М. Дагг	Sweet Virginia	0	['Джон Бернтал', 'Имоджен Путс']
2014	95	5.872	Гостиная	Дэниэл Барбер	The Keeping Room	397	['Брит Марлинг', 'Хейли Стайнфелд']
2016	119	5.868	Комик	Тейлор Хэкфорд	The Comedian	487	['Роберт Де Ниро', 'Лесли Манн']
2014	89	5.866	Скажи	Дж.М.Р. Люна	Tell	434	['Майло Вентимилья', 'Кэти Сакхофф']
2013	93	5.86	Синий каприз	Александр Мурс	Blue Caprice	453	['Текуан Ричмонд', 'Эйприл Ивет Томпсон']
2015	0	5.855	Детка, детка, детка	Брайан Клагман	Baby	165	['Эдрианн Палики', 'Брайан Клагман']
2014	86	5.853	Алекс из Венеции	Крис Мессина	Alex of Venice	105	['Мэри Элизабет Уинстэд', 'Дженнифер Джейсон Ли']
2014	88	5.851	Пассаж	Джозеф Хан	Mall	478	['Джеймс Фрешвилл', 'Камерон Монахэн']
2014	114	5.841	Совсем низко	Джефф Прайсс	Low Down	367	['Джон Хоукс', 'Эль Фаннинг']
2014	106	5.84	Зависимый	Билле Вудрафф	Addicted	490	['Борис Коджо', 'Брэндон Гонзалес']
2013	87	5.84	Бруклин в Манхэттене (видео)	Джесси Терреро	N.Y.C. Underground	195	['Ариэль Кеббел', 'Шон Фэрис']
2015	94	5.828	Кража автомобилей	Брэдли Каплан	Stealing Cars	206	['Эмори Коэн', 'Джон Легуизамо']
2016	104	5.827	Земля обетованная	Стивен Кейпл мл.	The Land	191	['Хорхе Лендеборг мл.', 'Мойзес Ариас']
2015	105	5.819	Семейка Фэнг	Джейсон Бейтман	The Family Fang	273	['Николь Кидман', 'Кэтрин Хан']
2017	122	5.811	Улетные девочки	Малкольм Д. Ли	Girls Trip	205	['Реджина Холл', 'Куин Латифа']
2015	92	0.0	Прикарманенная сделка	Конор Эллин	Pocket Listing	0	['Роб Лоу', 'Берт Рейнолдс']
2015	0	0.0	Don't Worry Baby	Julian Branciforte	88 мин	0	['Джон Магаро', 'Кристофер МакДональд']
2012	118	5.795	У всех есть план	Ана Питербарг	Todos tenemos un plan	306	['Вигго Мортенсен', 'Соледад Вильямиль']
2015	95	0.0	Лодыри	Ной Притцкер	Quitters	0	['Бен Конигсберг', 'Грег Джерманн']
2017	98	0.0	Повышение влажности	Лиз В. Гарсиа	One Percent More Humid	0	['Джуно Темпл', 'Джулия Гарнер']
2015	90	0.0	Красивое сейчас	Даниэла Амавия	A Beautiful Now	0	['Эбигейл Спенсер', 'Шайен Джексон']
2014	120	5.748	Двое в городе	Рашид Бушареб	Two Men in Town	257	['Форест Уитакер', 'Харви Кейтель']
2016	132	5.728	Последнее лицо	Шон Пенн	The Last Face	408	['Шарлиз Терон', 'Хавьер Бардем']
2017	104	5.728	Это – ваша смерть	Джанкарло Эспозито	This Is Your Death	328	['Джош Дюамель', 'Джанкарло Эспозито']
2012	95	5.726	Накануне вечером	Валери Брейман	Overnight	260	['Рейчел Блэнчард', 'Джеймс Д’Арси']
2017	82	5.72	Беатрис за ужином	Мигель Артета	Beatriz at Dinner	171	['Сальма Хайек', 'Джон Литгоу']
2013	0	0.0	Четверка	Майкл Аппендаль	Quad	0	['Аарон Пол', 'Том Сайзмор']
2014	88	5.698	Бульвар	Дито Монтиель	Boulevard	393	['Робин Уильямс', 'Кэти Бейкер']
2016	94	5.698	Операция «Лавина»	Мэтт Джонсон	Operation Avalanche	242	['Мэтт Джонсон', 'Owen Williams']
