	director	duration_min	rating	vote_count	year	main_actors	name_rus	name_eng
552	Джош Гордон	105	5.6	16180	2016	['Джейсон Бейтман', 'Оливия Манн']	Новогодний корпоратив	Office Christmas Party
553	Барри Левинсон	106	5.598	3037	2015	['Билл Мюррей', 'Брюс Уиллис']	Рок на Востоке	Rock the Kasbah
554	Майкл Тиддес	80	5.596	24456	2013	['Марлон Уайанс', 'Эссенс Эткинс']	Дом с паранормальными явлениями	A Haunted House
555	Тодд Солондз	88	5.5920000000000005	2100	2015	['Грета Гервиг', 'Дэнни ДеВито']	Такса	Wiener-Dog
556	Тодд Робинсон	98	5.591	2498	2012	['Эд Харрис', 'Дэвид Духовны']	Фантом	Phantom
557	Тай Уэст	104	5.582999999999999	1039	2016	['Итан Хоук', 'Джон Траволта']	В долине насилия	In a Valley of Violence
558	Питер Атенсио	100	5.58	1258	2016	['Джордан Пил', 'Кигэн-Майкл Ки']	Киану	Keanu
559	Дэвид Юнг	83	5.577000000000001	8247	2014	['Шэйн Джонсон', 'Элла Андерсон']	Одержимость Майкла Кинга	The Possession of Michael King
560	Джилл Солоуэй	98	5.5760000000000005	586	2013	['Джуно Темпл', 'Кэтрин Хан']	Полуденная нега	Afternoon Delight
561	Джо Сванберг	85	5.569	563	2015	['Орландо Блум', 'Бри Ларсон']	В поисках огня	Digging for Fire
562	Видху Винод Чопра	101	5.569	508	2014	['Антон Ельчин', 'Крис Маркетт']	Загнанные лошади	Broken Horses
563	Саймон Уэст	92	5.567	13224	2014	['Джейсон Стэйтем', 'Майкл Ангарано']	Шальная карта	Wild Card
564	Пол Миддледитч	85	5.566	1483	2013	['Крэйг Робинсон', 'Анна Кендрик']	Восторг Палуза	Rapture-Palooza
565	Matt Orlando	90	5.565	1603	2012	['Миша Бартон', 'Девон Сава']	Воскрешение	A Resurrection
566	Баран бо Одар	95	5.563	1219	2017	['Мишель Монахэн', 'Гэбриэл Юнион']	Бессонная ночь	Sleepless
567	Алекс Брюэр	92	5.56	2897	2016	['Николас Кейдж', 'Элайджа Вуд']	Доверие	The Trust
568	Рид Морано	105	5.559	708	2015	['Оливия Уайлд', 'Люк Уилсон']	Луговая страна	Meadowland
569	Элай Рот	100	5.5520000000000005	24570	2014	['Киану Ривз', 'Лоренца Иззо']	Кто там	Knock Knock
570	Кевин Смит	102	5.5489999999999995	26093	2014	['Майкл Паркс', 'Джастин Лонг']	Бивень	Tusk
571	Энтони Бёрнс	98	5.546	4223	2014	['Патрик Уилсон', 'Кэтрин Хайгл']	Север ада	Home Sweet Hell
572	Николас Песке	76	5.546	675	2016	['Кика Магалхэс', 'Paul Nazak']	Глаза моей матери	The Eyes of My Mother
573	Леван Габриадзе	82	5.542999999999999	27998	2015	['Шелли Хенниг', 'Моусес Сторм']	Убрать из друзей	Unfriended
574	Ридли Скотт	117	5.537999999999999	39565	2013	['Майкл Фассбендер', 'Пенелопа Крус']	Советник	The Counselor
575	Эдуардо Родригез	99	5.535	1138	2012	['Дольф Лундгрен', 'Шон Фэрис']	Тайник	Stash House
576	Карлес Торренс	94	5.528	1966	2016	['Доминик Монахэн', 'Ксения Соло']	Питомец	Pet
577	Даниэль Эспиноса	131	5.525	18802	2014	['Том Харди', 'Гари Олдман']	Номер 44	Child 44
578	Кевин Гротерт	83	5.524	6882	2014	['Айла Фишер', 'Энсон Маунт']	Видения	Visions
579	Джейк Кэздан	94	5.522	36470	2014	['Кэмерон Диаз', 'Джейсон Сигел']	Домашнее видео	Sex Tape
580	Леон Маруччи	95	5.519	1235	2013	['Кристофер Уокен', 'К’Орианка Килчер']	Власть убеждений	The Power of Few
581	Дэвид Палмер	100	5.518	5413	2012	['Кристен Белл', 'Дэкс Шепард']	Хватай и беги	Hit and Run
582	Гэвин Вьесен	86	5.517	2393	2015	['Анали Типтон', 'Эмиль Хирш']	Видели ночь	All Nighter
583	Барри Левинсон	85	5.516	3949	2012	['Уилл Роджерс', 'Кристен Коннолли']	Залив	The Bay
584	Памела Романовски	87	5.506	875	2015	['Джеймс Франко', 'Эмбер Хёрд']	Аддеролловые дневники	The Adderall Diaries
585	Марио Ван Пиблз	127	5.497999999999999	3974	2016	['Николас Кейдж', 'Том Сайзмор']	Крейсер	USS Indianapolis: Men of Courage
586	Джей Чандрашекхар	96	5.497999999999999	856	2012	['Пол Шнайдер', 'Оливия Манн']	Детородные	The Babymakers
587	Дэниэл Шехтер	101	5.496	8376	2013	['Дженнифер Энистон', 'Ясин Бей']	Укради мою жену	Life of Crime
588	Эндрю Дж. Коэн	88	5.494	533	2017	['Уилл Феррелл', 'Эми Полер']	Дом	The House
589	Эндрю Лау	94	5.483	865	2013	['Джастин Чон', 'Кевин Ву']	Драконы Нью-Йорка	Revenge of the Green Dragons
590	Генрик Рубен Генц	90	5.468999999999999	3522	2014	['Джеймс Франко', 'Кейт Хадсон']	Легкие деньги	Good People
591	Люсия Аньелло	101	5.462000000000001	10457	2017	['Скарлетт Йоханссон', 'Джиллиан Белл']	Очень плохие девчонки	Rough Night
592	Деннис Ганзель	98	5.461	20786	2016	['Джейсон Стэйтем', 'Джессика Альба']	Механик: Воскрешение	Mechanic: Resurrection
593	Себастьян Сильва	94	5.455	1549	2013	['Майкл Сера', 'Джуно Темпл']	Магия, магия	Magic Magic
594	Йоханнес Робертс	96	5.45	7163	2015	['Сара Уэйн Кэллис', 'Джереми Систо']	По ту сторону двери	The Other Side of the Door
595	Джошуа Марстон	91	5.4479999999999995	1927	2016	['Рэйчел Вайс', 'Майкл Шеннон']	Бегущая от реальности	Complete Unknown
596	Стэйси Пассон	96	5.445	520	2013	['Робин Вайгерт', 'Джули Фэйн Лоуренс']	Сотрясение	Concussion
597	Бен Фэлкоун	99	5.441	5920	2016	['Мелисса МакКарти', 'Кристен Белл']	Большой Босс	The Boss
598	Мауро Боррелли	91	5.438	874	2012	['Аарон Дин', 'Лиз Феннинг']	Коробка теней	The Ghostmaker
599	Скот Армстронг	89	5.437	4086	2014	['ТиДжей Миллер', 'Адам Палли']	Голые перцы	Search Party
600	Пол У. С. Андерсон	106	5.436	28805	2016	['Милла Йовович', 'Иэн Глен']	Обитель зла: Последняя глава	Resident Evil: The Final Chapter
601	Уильям Кауфман	91	5.4270000000000005	968	2012	['Кьюба Гудинг мл.', 'Дольф Лундгрен']	Узник	One in the Chamber
602	Дэвид Буррис	119	5.422000000000001	518	2013	['Ноа Уайли', 'Джереми Ирвин']	Мир, созданный без изъяна	The World Made Straight
603	Стивен Содерберг	93	5.415	14988	2012	['Джина Карано', 'Юэн МакГрегор']	Нокаут	Haywire
604	Майкл Манн	133	5.412999999999999	14906	2015	['Крис Хемсворт', 'Ван Лихом']	Кибер	Blackhat
605	Филип Мартин	95	5.41	862	2014	['Джон Траволта', 'Кристофер Пламмер']	Фальсификатор	The Forger
606	Роб Коэн	90	5.405	13788	2014	['Дженнифер Лопез', 'Райан Гузман']	Поклонник	The Boy Next Door
607	Робби Пикеринг	92	5.396	2228	2015	['Николас Браун', 'Маккензи Дэвис']	Хватай и беги	Freaks of Nature
608	Питер Эскин	102	5.388	2473	2014	['Джоан Аллен', 'Энтони ЛаПалья']	Счастливый брак	A Good Marriage
609	Ричи Кин	91	5.382000000000001	2988	2017	['Чарли Дэй', 'Айс Кьюб']	Битва преподов	Fist Fight
610	Джейкоб Гентри	101	5.37	745	2015	['Чад МакНайт', 'Брианна Дэвис']	Синхронность	Synchronicity
611	Ален Дерошер	91	5.369	2384	2016	['Антонио Бандерас', 'Бен Кингсли']	Охранник	Security
612	Дэн Бирс	94	5.369	2212	2013	['Джон Карна', 'Кэти Финдлей']	Хочу. Не могу	Premature
613	Дэвид Уэйн	83	5.358	625	2014	['Пол Радд', 'Эми Полер']	Они пришли вместе	They Came Together
614	Роберт Коннолли	89	5.351	733	2016	['Юэль Киннаман', 'Том Холланд']	Удалённая местность	Edge of Winter
615	Хёршел Фэйбер	87	5.329	1681	2013	['Скайлар Эстин', 'Камилла Белль']	Любовь, секс и Лос-Анджелес	Cavemen
616	Алан Уайт	96	5.327999999999999	553	2014	['Райан Филипп', 'Рашель Лефевр']	Возврат	Reclaim
617	Захари Донохью	81	5.314	8294	2013	['Мелани Папалиа', 'Дэвид Шлачтенхауфен']	Смерть в сети	The Den
618	Джесси Терреро	96	5.3020000000000005	1987	2012	['Фифти Сент', 'Форест Уитакер']	Фрилансеры	Freelancers
619	Пол У. С. Андерсон	96	5.296	50994	2012	['Милла Йовович', 'Сиенна Гиллори']	Обитель зла: Возмездие	Resident Evil: Retribution
620	Стивен Р. Монро	101	5.292999999999999	16488	2013	['Джемма Даллендер', 'Джо Эбсолом']	Я плюю на ваши могилы 2	I Spit on Your Grave 2
621	Элай Рот	100	5.279	4196	2013	['Лоренца Иззо', 'Ариэль Леви']	Зеленый ад	The Green Inferno
622	Адам Шиндлер	90	5.278	5332	2015	['Рори Калкин', 'Летисия Хименез']	Незваные гости	Shut In
623	Роэль Рейн	100	5.272	1955	2012	['Дэнни Трехо', 'Энтони Майкл Холл']	Мертвец из Тумстоуна (видео)	Dead in Tombstone
624	Дилан С. Браун	76	5.271	870	2012	['Снуп Догг', 'Уиз Халифа']	Мак и Девин идут в школу	Mac & Devin Go to High School
625	Дилан Кидд	83	5.268	2994	2016	['Майлз Теллер', 'Анна Кендрик']	Охота на работу	Get a Job
626	Николас Лопес	89	5.249	2259	2012	['Элай Рот', 'Андреа Ошварт']	Афтершок	Aftershock
627	Питер Хайамс	85	5.246	1056	2013	['Том Эверетт Скотт', 'Жан-Клод Ван Дамм']	Близкие враги	Enemies Closer
628	Тим Смит	91	5.2379999999999995	551	2017	['Дэн Стивенс', 'Беренис Марло']	Рубильник	Kill Switch
629	Генри Сэйн	92	5.234	1545	2013	['Мэттью Мэрсден', 'Кристанна Локен']	Наемный убийца	Bounty Killer
630	Джон Уоттс	100	5.228	1681	2014	['Энди Пауэрс', 'Лаура Аллен']	Клоун	Clown
631	Бен Фэлкоун	97	5.218999999999999	5432	2014	['Мелисса МакКарти', 'Сьюзен Сарандон']	Тэмми	Tammy
632	Кен Скотт	91	5.218	8589	2015	['Винс Вон', 'Том Уилкинсон']	Между делом	Unfinished Business
